Patient_ID	Sample_ID	Iteration	Cluster_ID	Abundance
patient2	p2_t1	17	3	28
patient2	p2_t1	17	4	1
patient2	p2_t1	17	5	17
patient2	p2_t1	17	6	4
patient2	p2_t1	18	1	2
patient2	p2_t1	18	2	48
patient2	p2_t1	18	3	27
patient2	p2_t1	18	4	1
patient2	p2_t1	18	5	21
patient2	p2_t1	18	6	1
patient2	p2_t1	19	1	2
patient2	p2_t1	19	2	48
patient2	p2_t1	19	3	22
patient2	p2_t1	19	4	1
patient2	p2_t1	19	5	23
patient2	p2_t1	19	6	4
patient2	p2_t1	20	1	2
patient2	p2_t1	20	2	48
patient2	p2_t1	20	3	18
patient2	p2_t1	20	4	1
patient2	p2_t1	20	5	24
patient2	p2_t1	20	6	7
patient2	p2_t1	21	1	2
patient2	p2_t1	21	2	48
patient2	p2_t1	21	3	25
patient2	p2_t1	21	4	1
patient2	p2_t1	21	5	22
patient2	p2_t1	21	6	2
patient2	p2_t1	22	1	2
patient2	p2_t1	22	2	48
patient2	p2_t1	22	3	20
patient2	p2_t1	22	4	1
patient2	p2_t1	22	5	22
patient2	p2_t1	22	6	7
patient2	p2_t1	23	1	2
patient2	p2_t1	23	2	48
patient2	p2_t1	23	3	19
patient2	p2_t1	23	4	1
patient2	p2_t1	23	5	24
patient2	p2_t1	23	6	6
patient2	p2_t1	24	1	3
patient2	p2_t1	24	2	47
patient2	p2_t1	24	3	19
patient2	p2_t1	24	4	1
patient2	p2_t1	24	5	22
patient2	p2_t1	24	6	8
patient2	p2_t1	25	1	2
patient2	p2_t1	25	2	48
patient2	p2_t1	25	3	9
patient2	p2_t1	25	4	1
patient2	p2_t1	25	5	19
patient2	p2_t1	25	6	21
patient2	p2_t1	26	1	2
patient2	p2_t1	26	2	48
patient2	p2_t1	26	3	15
patient2	p2_t1	26	4	1
patient2	p2_t1	26	5	24
patient2	p2_t1	26	6	10
patient2	p2_t1	27	1	3
patient2	p2_t1	27	2	47
patient2	p2_t1	27	3	23
patient2	p2_t1	27	4	1
patient2	p2_t1	27	5	23
patient2	p2_t1	27	6	3
patient2	p2_t1	28	1	3
patient2	p2_t1	28	2	48
patient2	p2_t1	28	3	21
patient2	p2_t1	28	4	1
patient2	p2_t1	28	5	21
patient2	p2_t1	28	6	6
patient2	p2_t1	29	1	3
patient2	p2_t1	29	2	47
patient2	p2_t1	29	3	13
patient2	p2_t1	29	4	1
patient2	p2_t1	29	5	26
patient2	p2_t1	29	6	10
patient2	p2_t1	30	1	2
patient2	p2_t1	30	2	48
patient2	p2_t1	30	3	20
patient2	p2_t1	30	4	1
patient2	p2_t1	30	5	19
patient2	p2_t1	30	6	10
patient2	p2_t1	31	1	2
patient2	p2_t1	31	2	48
patient2	p2_t1	31	3	17
patient2	p2_t1	31	4	1
patient2	p2_t1	31	5	23
patient2	p2_t1	31	6	9
patient2	p2_t1	32	1	3
patient2	p2_t1	32	2	47
patient2	p2_t1	32	3	21
patient2	p2_t1	32	4	1
patient2	p2_t1	32	5	21
patient2	p2_t1	32	6	7
patient2	p2_t1	33	1	3
patient2	p2_t1	33	2	47
patient2	p2_t1	33	3	22
patient2	p2_t1	33	4	1
patient2	p2_t1	33	5	23
patient2	p2_t1	33	6	4
patient2	p2_t1	34	1	2
patient2	p2_t1	34	2	48
patient2	p2_t1	34	3	20
patient2	p2_t1	34	4	1
patient2	p2_t1	34	5	23
patient2	p2_t1	34	6	6
patient2	p2_t1	35	1	2
patient2	p2_t1	35	2	48
patient2	p2_t1	35	3	28
patient2	p2_t1	35	4	1
patient2	p2_t1	35	5	19
patient2	p2_t1	35	6	2
patient2	p2_t1	36	1	2
patient2	p2_t1	36	2	48
patient2	p2_t1	36	3	13
patient2	p2_t1	36	4	1
patient2	p2_t1	36	5	19
patient2	p2_t1	36	6	17
patient2	p2_t1	37	1	2
patient2	p2_t1	37	2	48
patient2	p2_t1	37	3	17
patient2	p2_t1	37	4	1
patient2	p2_t1	37	5	22
patient2	p2_t1	37	6	10
patient2	p2_t1	38	1	3
patient2	p2_t1	38	2	47
patient2	p2_t1	38	3	20
patient2	p2_t1	38	4	1
patient2	p2_t1	38	5	19
patient2	p2_t1	38	6	10
patient2	p2_t1	39	1	3
patient2	p2_t1	39	2	47
patient2	p2_t1	39	3	8
patient2	p2_t1	39	4	1
patient2	p2_t1	39	5	24
patient2	p2_t1	39	6	17
patient2	p2_t1	40	1	3
patient2	p2_t1	40	2	47
patient2	p2_t1	40	3	11
patient2	p2_t1	40	4	1
patient2	p2_t1	40	5	22
patient2	p2_t1	40	6	16
patient2	p2_t1	41	1	4
patient2	p2_t1	41	2	46
patient2	p2_t1	41	3	4
patient2	p2_t1	41	4	1
patient2	p2_t1	41	5	23
patient2	p2_t1	41	6	22
patient2	p2_t1	42	1	2
patient2	p2_t1	42	2	48
patient2	p2_t1	42	3	19
patient2	p2_t1	42	4	1
patient2	p2_t1	42	5	23
patient2	p2_t1	42	6	7
patient2	p2_t1	43	1	2
patient2	p2_t1	43	2	48
patient2	p2_t1	43	3	11
patient2	p2_t1	43	4	1
patient2	p2_t1	43	5	23
patient2	p2_t1	43	6	15
patient2	p2_t1	44	1	2
patient2	p2_t1	44	2	48
patient2	p2_t1	44	3	24
patient2	p2_t1	44	4	1
patient2	p2_t1	44	5	23
patient2	p2_t1	44	6	2
patient2	p2_t1	45	1	4
patient2	p2_t1	45	2	46
patient2	p2_t1	45	3	22
patient2	p2_t1	45	4	1
patient2	p2_t1	45	5	24
patient2	p2_t1	45	6	3
patient2	p2_t1	46	1	3
patient2	p2_t1	46	2	47
patient2	p2_t1	46	3	18
patient2	p2_t1	46	4	1
patient2	p2_t1	46	5	23
patient2	p2_t1	46	6	8
patient2	p2_t1	47	1	2
patient2	p2_t1	47	2	48
patient2	p2_t1	47	3	23
patient2	p2_t1	47	4	1
patient2	p2_t1	47	5	24
patient2	p2_t1	47	6	2
patient2	p2_t1	48	1	2
patient2	p2_t1	48	2	48
patient2	p2_t1	48	3	27
patient2	p2_t1	48	4	1
patient2	p2_t1	48	5	21
patient2	p2_t1	48	6	1
patient2	p2_t1	49	1	2
patient2	p2_t1	49	2	48
patient2	p2_t1	49	3	23
patient2	p2_t1	49	4	1
patient2	p2_t1	49	5	22
patient2	p2_t1	49	6	4
patient2	p2_t1	50	1	2
patient2	p2_t1	50	2	48
patient2	p2_t1	50	3	17
patient2	p2_t1	50	4	1
patient2	p2_t1	50	5	24
patient2	p2_t1	50	6	8
patient2	p2_t1	51	1	3
patient2	p2_t1	51	2	47
patient2	p2_t1	51	3	26
patient2	p2_t1	51	4	1
patient2	p2_t1	51	5	22
patient2	p2_t1	51	6	1
patient2	p2_t1	52	1	2
patient2	p2_t1	52	2	48
patient2	p2_t1	52	3	24
patient2	p2_t1	52	4	1
patient2	p2_t1	52	5	22
patient2	p2_t1	52	6	3
patient2	p2_t1	53	1	2
patient2	p2_t1	53	2	48
patient2	p2_t1	53	3	20
patient2	p2_t1	53	4	1
patient2	p2_t1	53	5	21
patient2	p2_t1	53	6	8
patient2	p2_t1	54	1	2
patient2	p2_t1	54	2	48
patient2	p2_t1	54	3	15
patient2	p2_t1	54	4	1
patient2	p2_t1	54	5	25
patient2	p2_t1	54	6	9
patient2	p2_t1	55	1	2
patient2	p2_t1	55	2	48
patient2	p2_t1	55	3	25
patient2	p2_t1	55	4	1
patient2	p2_t1	55	5	21
patient2	p2_t1	55	6	3
patient2	p2_t1	56	1	2
patient2	p2_t1	56	2	48
patient2	p2_t1	56	3	19
patient2	p2_t1	56	4	1
patient2	p2_t1	56	5	25
patient2	p2_t1	56	6	5
patient2	p2_t1	57	1	3
patient2	p2_t1	57	2	47
patient2	p2_t1	57	3	11
patient2	p2_t1	57	4	1
patient2	p2_t1	57	5	23
patient2	p2_t1	57	6	15
patient2	p2_t1	58	1	3
patient2	p2_t1	58	2	47
patient2	p2_t1	58	3	7
patient2	p2_t1	58	4	1
patient2	p2_t1	58	5	23
patient2	p2_t1	58	6	19
patient2	p2_t1	59	1	2
patient2	p2_t1	59	2	48
patient2	p2_t1	59	3	20
patient2	p2_t1	59	4	1
patient2	p2_t1	59	5	23
patient2	p2_t1	59	6	6
patient2	p2_t1	60	1	2
patient2	p2_t1	60	2	48
patient2	p2_t1	60	3	24
patient2	p2_t1	60	4	1
patient2	p2_t1	60	5	21
patient2	p2_t1	60	6	4
patient2	p2_t1	61	1	2
patient2	p2_t1	61	2	48
patient2	p2_t1	61	3	24
patient2	p2_t1	61	4	1
patient2	p2_t1	61	5	22
patient2	p2_t1	61	6	3
patient2	p2_t1	62	1	4
patient2	p2_t1	62	2	48
patient2	p2_t1	62	3	3
patient2	p2_t1	62	4	1
patient2	p2_t1	62	5	20
patient2	p2_t1	62	6	24
patient2	p2_t1	63	1	2
patient2	p2_t1	63	2	48
patient2	p2_t1	63	3	24
patient2	p2_t1	63	4	1
patient2	p2_t1	63	5	22
patient2	p2_t1	63	6	3
patient2	p2_t1	64	1	2
patient2	p2_t1	64	2	48
patient2	p2_t1	64	3	24
patient2	p2_t1	64	4	1
patient2	p2_t1	64	5	23
patient2	p2_t1	64	6	2
patient2	p2_t1	65	1	2
patient2	p2_t1	65	2	48
patient2	p2_t1	65	3	24
patient2	p2_t1	65	4	1
patient2	p2_t1	65	5	20
patient2	p2_t1	65	6	5
patient2	p2_t1	66	1	2
patient2	p2_t1	66	2	48
patient2	p2_t1	66	3	16
patient2	p2_t1	66	4	1
patient2	p2_t1	66	5	24
patient2	p2_t1	66	6	9
patient2	p2_t1	67	1	2
patient2	p2_t1	67	2	48
patient2	p2_t1	67	3	13
patient2	p2_t1	67	4	1
patient2	p2_t1	67	5	22
patient2	p2_t1	67	6	14
patient2	p2_t1	68	1	2
patient2	p2_t1	68	2	48
patient2	p2_t1	68	3	18
patient2	p2_t1	68	4	1
patient2	p2_t1	68	5	23
patient2	p2_t1	68	6	8
patient2	p2_t1	69	1	3
patient2	p2_t1	69	2	47
patient2	p2_t1	69	3	23
patient2	p2_t1	69	4	1
patient2	p2_t1	69	5	20
patient2	p2_t1	69	6	6
patient2	p2_t1	70	1	2
patient2	p2_t1	70	2	48
patient2	p2_t1	70	3	21
patient2	p2_t1	70	4	1
patient2	p2_t1	70	5	22
patient2	p2_t1	70	6	6
patient2	p2_t1	71	1	2
patient2	p2_t1	71	2	48
patient2	p2_t1	71	3	8
patient2	p2_t1	71	4	1
patient2	p2_t1	71	5	22
patient2	p2_t1	71	6	19
patient2	p2_t1	72	1	3
patient2	p2_t1	72	2	47
patient2	p2_t1	72	3	23
patient2	p2_t1	72	4	1
patient2	p2_t1	72	5	20
patient2	p2_t1	72	6	6
patient2	p2_t1	73	1	2
patient2	p2_t1	73	2	48
patient2	p2_t1	73	3	17
patient2	p2_t1	73	4	1
patient2	p2_t1	73	5	21
patient2	p2_t1	73	6	11
patient2	p2_t1	74	1	2
patient2	p2_t1	74	2	48
patient2	p2_t1	74	3	27
patient2	p2_t1	74	4	1
patient2	p2_t1	74	5	21
patient2	p2_t1	74	6	1
patient2	p2_t1	75	1	2
patient2	p2_t1	75	2	48
patient2	p2_t1	75	3	18
patient2	p2_t1	75	4	1
patient2	p2_t1	75	5	23
patient2	p2_t1	75	6	8
patient2	p2_t1	76	1	2
patient2	p2_t1	76	2	48
patient2	p2_t1	76	3	23
patient2	p2_t1	76	4	1
patient2	p2_t1	76	5	24
patient2	p2_t1	76	6	2
patient2	p2_t1	77	1	2
patient2	p2_t1	77	2	48
patient2	p2_t1	77	3	20
patient2	p2_t1	77	4	1
patient2	p2_t1	77	5	23
patient2	p2_t1	77	6	6
patient2	p2_t1	78	1	3
patient2	p2_t1	78	2	47
patient2	p2_t1	78	3	15
patient2	p2_t1	78	4	1
patient2	p2_t1	78	5	22
patient2	p2_t1	78	6	12
patient2	p2_t1	79	1	4
patient2	p2_t1	79	2	46
patient2	p2_t1	79	3	14
patient2	p2_t1	79	4	1
patient2	p2_t1	79	5	23
patient2	p2_t1	79	6	12
patient2	p2_t1	80	1	2
patient2	p2_t1	80	2	48
patient2	p2_t1	80	3	25
patient2	p2_t1	80	4	1
patient2	p2_t1	80	5	20
patient2	p2_t1	80	6	4
patient2	p2_t1	81	1	2
patient2	p2_t1	81	2	48
patient2	p2_t1	81	3	24
patient2	p2_t1	81	4	1
patient2	p2_t1	81	5	20
patient2	p2_t1	81	6	5
patient2	p2_t1	82	1	2
patient2	p2_t1	82	2	48
patient2	p2_t1	82	3	19
patient2	p2_t1	82	4	1
patient2	p2_t1	82	5	22
patient2	p2_t1	82	6	8
patient2	p2_t1	83	1	3
patient2	p2_t1	83	2	47
patient2	p2_t1	83	3	22
patient2	p2_t1	83	4	1
patient2	p2_t1	83	5	21
patient2	p2_t1	83	6	6
patient2	p2_t1	84	1	4
patient2	p2_t1	84	2	47
patient2	p2_t1	84	3	24
patient2	p2_t1	84	4	1
patient2	p2_t1	84	5	19
patient2	p2_t1	84	6	5
patient2	p2_t1	85	1	2
patient2	p2_t1	85	2	48
patient2	p2_t1	85	3	17
patient2	p2_t1	85	4	1
patient2	p2_t1	85	5	20
patient2	p2_t1	85	6	12
patient2	p2_t1	86	1	3
patient2	p2_t1	86	2	48
patient2	p2_t1	86	3	22
patient2	p2_t1	86	4	1
patient2	p2_t1	86	5	23
patient2	p2_t1	86	6	3
patient2	p2_t1	87	1	3
patient2	p2_t1	87	2	48
patient2	p2_t1	87	3	19
patient2	p2_t1	87	4	1
patient2	p2_t1	87	5	21
patient2	p2_t1	87	6	8
patient2	p2_t1	88	1	2
patient2	p2_t1	88	2	48
patient2	p2_t1	88	3	21
patient2	p2_t1	88	4	1
patient2	p2_t1	88	5	21
patient2	p2_t1	88	6	7
patient2	p2_t1	89	1	2
patient2	p2_t1	89	2	48
patient2	p2_t1	89	3	25
patient2	p2_t1	89	4	1
patient2	p2_t1	89	5	19
patient2	p2_t1	89	6	5
patient2	p2_t1	90	1	2
patient2	p2_t1	90	2	48
patient2	p2_t1	90	3	18
patient2	p2_t1	90	4	1
patient2	p2_t1	90	5	20
patient2	p2_t1	90	6	11
patient2	p2_t1	91	1	2
patient2	p2_t1	91	2	48
patient2	p2_t1	91	3	21
patient2	p2_t1	91	4	1
patient2	p2_t1	91	5	24
patient2	p2_t1	91	6	4
patient2	p2_t1	92	1	2
patient2	p2_t1	92	2	48
patient2	p2_t1	92	3	9
patient2	p2_t1	92	4	1
patient2	p2_t1	92	5	24
patient2	p2_t1	92	6	16
patient2	p2_t1	93	1	2
patient2	p2_t1	93	2	48
patient2	p2_t1	93	3	23
patient2	p2_t1	93	4	1
patient2	p2_t1	93	5	25
patient2	p2_t1	93	6	1
patient2	p2_t1	94	1	2
patient2	p2_t1	94	2	48
patient2	p2_t1	94	3	14
patient2	p2_t1	94	4	1
patient2	p2_t1	94	5	22
patient2	p2_t1	94	6	13
patient2	p2_t1	95	1	2
patient2	p2_t1	95	2	48
patient2	p2_t1	95	3	15
patient2	p2_t1	95	4	1
patient2	p2_t1	95	5	23
patient2	p2_t1	95	6	11
patient2	p2_t1	96	1	3
patient2	p2_t1	96	2	47
patient2	p2_t1	96	3	20
patient2	p2_t1	96	4	1
patient2	p2_t1	96	5	24
patient2	p2_t1	96	6	5
patient2	p2_t1	97	1	2
patient2	p2_t1	97	2	48
patient2	p2_t1	97	3	25
patient2	p2_t1	97	4	1
patient2	p2_t1	97	5	19
patient2	p2_t1	97	6	5
patient2	p2_t1	98	1	2
patient2	p2_t1	98	2	48
patient2	p2_t1	98	3	24
patient2	p2_t1	98	4	1
patient2	p2_t1	98	5	24
patient2	p2_t1	98	6	1
patient2	p2_t1	99	1	2
patient2	p2_t1	99	2	48
patient2	p2_t1	99	3	26
patient2	p2_t1	99	4	1
patient2	p2_t1	99	5	21
patient2	p2_t1	99	6	2
patient2	p2_t1	100	1	2
patient2	p2_t1	100	2	48
patient2	p2_t1	100	3	19
patient2	p2_t1	100	4	1
patient2	p2_t1	100	5	20
patient2	p2_t1	100	6	10
patient2	p2_t1	101	1	2
patient2	p2_t1	101	2	48
patient2	p2_t1	101	3	18
patient2	p2_t1	101	4	1
patient2	p2_t1	101	5	22
patient2	p2_t1	101	6	9
patient2	p2_t1	102	1	2
patient2	p2_t1	102	2	48
patient2	p2_t1	102	3	18
patient2	p2_t1	102	4	1
patient2	p2_t1	102	5	22
patient2	p2_t1	102	6	9
patient2	p2_t1	103	1	2
patient2	p2_t1	103	2	48
patient2	p2_t1	103	3	27
patient2	p2_t1	103	4	1
patient2	p2_t1	103	5	18
patient2	p2_t1	103	6	4
patient2	p2_t1	104	1	2
patient2	p2_t1	104	2	48
patient2	p2_t1	104	3	11
patient2	p2_t1	104	4	1
patient2	p2_t1	104	5	24
patient2	p2_t1	104	6	14
patient2	p2_t1	105	1	3
patient2	p2_t1	105	2	47
patient2	p2_t1	105	3	19
patient2	p2_t1	105	4	1
patient2	p2_t1	105	5	21
patient2	p2_t1	105	6	9
patient2	p2_t1	106	1	2
patient2	p2_t1	106	2	48
patient2	p2_t1	106	3	24
patient2	p2_t1	106	4	1
patient2	p2_t1	106	5	21
patient2	p2_t1	106	6	4
patient2	p2_t1	107	1	2
patient2	p2_t1	107	2	48
patient2	p2_t1	107	3	26
patient2	p2_t1	107	4	1
patient2	p2_t1	107	5	21
patient2	p2_t1	107	6	2
patient2	p2_t1	108	1	2
patient2	p2_t1	108	2	48
patient2	p2_t1	108	3	20
patient2	p2_t1	108	4	1
patient2	p2_t1	108	5	24
patient2	p2_t1	108	6	5
patient2	p2_t1	109	1	2
patient2	p2_t1	109	2	48
patient2	p2_t1	109	3	22
patient2	p2_t1	109	4	1
patient2	p2_t1	109	5	20
patient2	p2_t1	109	6	7
patient2	p2_t1	110	1	4
patient2	p2_t1	110	2	47
patient2	p2_t1	110	3	18
patient2	p2_t1	110	4	1
patient2	p2_t1	110	5	19
patient2	p2_t1	110	6	11
patient2	p2_t1	111	1	5
patient2	p2_t1	111	2	46
patient2	p2_t1	111	3	15
patient2	p2_t1	111	4	1
patient2	p2_t1	111	5	23
patient2	p2_t1	111	6	10
patient2	p2_t1	112	1	2
patient2	p2_t1	112	2	48
patient2	p2_t1	112	3	24
patient2	p2_t1	112	4	1
patient2	p2_t1	112	5	21
patient2	p2_t1	112	6	4
patient2	p2_t1	113	1	2
patient2	p2_t1	113	2	48
patient2	p2_t1	113	3	27
patient2	p2_t1	113	4	1
patient2	p2_t1	113	5	19
patient2	p2_t1	113	6	3
patient2	p2_t1	114	1	2
patient2	p2_t1	114	2	48
patient2	p2_t1	114	3	17
patient2	p2_t1	114	4	1
patient2	p2_t1	114	5	20
patient2	p2_t1	114	6	12
patient2	p2_t1	115	1	3
patient2	p2_t1	115	2	47
patient2	p2_t1	115	3	24
patient2	p2_t1	115	4	1
patient2	p2_t1	115	5	22
patient2	p2_t1	115	6	3
patient2	p2_t1	116	1	2
patient2	p2_t1	116	2	48
patient2	p2_t1	116	3	16
patient2	p2_t1	116	4	1
patient2	p2_t1	116	5	22
patient2	p2_t1	116	6	11
patient2	p2_t1	117	1	2
patient2	p2_t1	117	2	48
patient2	p2_t1	117	3	21
patient2	p2_t1	117	4	1
patient2	p2_t1	117	5	23
patient2	p2_t1	117	6	5
patient2	p2_t1	118	1	2
patient2	p2_t1	118	2	48
patient2	p2_t1	118	3	20
patient2	p2_t1	118	4	1
patient2	p2_t1	118	5	23
patient2	p2_t1	118	6	6
patient2	p2_t1	119	1	2
patient2	p2_t1	119	2	48
patient2	p2_t1	119	3	25
patient2	p2_t1	119	4	1
patient2	p2_t1	119	5	21
patient2	p2_t1	119	6	3
patient2	p2_t1	120	1	2
patient2	p2_t1	120	2	48
patient2	p2_t1	120	3	21
patient2	p2_t1	120	4	1
patient2	p2_t1	120	5	23
patient2	p2_t1	120	6	5
patient2	p2_t1	121	1	3
patient2	p2_t1	121	2	47
patient2	p2_t1	121	3	28
patient2	p2_t1	121	4	1
patient2	p2_t1	121	5	19
patient2	p2_t1	121	6	2
patient2	p2_t1	122	1	2
patient2	p2_t1	122	2	48
patient2	p2_t1	122	3	15
patient2	p2_t1	122	4	1
patient2	p2_t1	122	5	19
patient2	p2_t1	122	6	15
patient2	p2_t1	123	1	2
patient2	p2_t1	123	2	48
patient2	p2_t1	123	3	27
patient2	p2_t1	123	4	1
patient2	p2_t1	123	5	21
patient2	p2_t1	123	6	1
patient2	p2_t1	124	1	2
patient2	p2_t1	124	2	48
patient2	p2_t1	124	3	22
patient2	p2_t1	124	4	1
patient2	p2_t1	124	5	21
patient2	p2_t1	124	6	6
patient2	p2_t1	125	1	2
patient2	p2_t1	125	2	48
patient2	p2_t1	125	3	13
patient2	p2_t1	125	4	1
patient2	p2_t1	125	5	21
patient2	p2_t1	125	6	15
patient2	p2_t1	126	1	2
patient2	p2_t1	126	2	48
patient2	p2_t1	126	3	22
patient2	p2_t1	126	4	1
patient2	p2_t1	126	5	23
patient2	p2_t1	126	6	4
patient2	p2_t1	127	1	2
patient2	p2_t1	127	2	48
patient2	p2_t1	127	3	23
patient2	p2_t1	127	4	1
patient2	p2_t1	127	5	23
patient2	p2_t1	127	6	3
patient2	p2_t1	128	1	2
patient2	p2_t1	128	2	48
patient2	p2_t1	128	3	25
patient2	p2_t1	128	4	1
patient2	p2_t1	128	5	22
patient2	p2_t1	128	6	2
patient2	p2_t1	129	1	3
patient2	p2_t1	129	2	47
patient2	p2_t1	129	3	15
patient2	p2_t1	129	4	1
patient2	p2_t1	129	5	22
patient2	p2_t1	129	6	12
patient2	p2_t1	130	1	2
patient2	p2_t1	130	2	48
patient2	p2_t1	130	3	19
patient2	p2_t1	130	4	1
patient2	p2_t1	130	5	24
patient2	p2_t1	130	6	6
patient2	p2_t1	131	1	2
patient2	p2_t1	131	2	48
patient2	p2_t1	131	3	20
patient2	p2_t1	131	4	1
patient2	p2_t1	131	5	23
patient2	p2_t1	131	6	6
patient2	p2_t1	132	1	2
patient2	p2_t1	132	2	48
patient2	p2_t1	132	3	14
patient2	p2_t1	132	4	1
patient2	p2_t1	132	5	22
patient2	p2_t1	132	6	13
patient2	p2_t1	133	1	3
patient2	p2_t1	133	2	47
patient2	p2_t1	133	3	14
patient2	p2_t1	133	4	1
patient2	p2_t1	133	5	18
patient2	p2_t1	133	6	17
patient2	p2_t1	134	1	3
patient2	p2_t1	134	2	48
patient2	p2_t1	134	3	22
patient2	p2_t1	134	4	1
patient2	p2_t1	134	5	23
patient2	p2_t1	134	6	3
patient2	p2_t1	135	1	3
patient2	p2_t1	135	2	47
patient2	p2_t1	135	3	7
patient2	p2_t1	135	4	1
patient2	p2_t1	135	5	24
patient2	p2_t1	135	6	18
patient2	p2_t1	136	1	2
patient2	p2_t1	136	2	48
patient2	p2_t1	136	3	21
patient2	p2_t1	136	4	1
patient2	p2_t1	136	5	23
patient2	p2_t1	136	6	5
patient2	p2_t1	137	1	3
patient2	p2_t1	137	2	48
patient2	p2_t1	137	3	21
patient2	p2_t1	137	4	1
patient2	p2_t1	137	5	22
patient2	p2_t1	137	6	5
patient2	p2_t1	138	1	2
patient2	p2_t1	138	2	48
patient2	p2_t1	138	3	18
patient2	p2_t1	138	4	1
patient2	p2_t1	138	5	22
patient2	p2_t1	138	6	9
patient2	p2_t1	139	1	2
patient2	p2_t1	139	2	48
patient2	p2_t1	139	3	24
patient2	p2_t1	139	4	1
patient2	p2_t1	139	5	22
patient2	p2_t1	139	6	3
patient2	p2_t1	140	1	3
patient2	p2_t1	140	2	47
patient2	p2_t1	140	3	24
patient2	p2_t1	140	4	1
patient2	p2_t1	140	5	20
patient2	p2_t1	140	6	5
patient2	p2_t1	141	1	2
patient2	p2_t1	141	2	48
patient2	p2_t1	141	3	20
patient2	p2_t1	141	4	1
patient2	p2_t1	141	5	22
patient2	p2_t1	141	6	7
patient2	p2_t1	142	1	2
patient2	p2_t1	142	2	48
patient2	p2_t1	142	3	25
patient2	p2_t1	142	4	1
patient2	p2_t1	142	5	20
patient2	p2_t1	142	6	4
patient2	p2_t1	143	1	2
patient2	p2_t1	143	2	48
patient2	p2_t1	143	3	21
patient2	p2_t1	143	4	1
patient2	p2_t1	143	5	26
patient2	p2_t1	143	6	2
patient2	p2_t1	144	1	3
patient2	p2_t1	144	2	47
patient2	p2_t1	144	3	24
patient2	p2_t1	144	4	1
patient2	p2_t1	144	5	22
patient2	p2_t1	144	6	3
patient2	p2_t1	145	1	2
