Patient_ID	Sample_ID	Iteration	Cluster_ID	Abundance
patient1	p1_t1	66	1	0
patient1	p1_t1	66	2	0
patient1	p1_t1	66	3	0
patient1	p1_t1	66	4	50
patient1	p1_t1	66	5	30
patient1	p1_t1	66	6	1
patient1	p1_t1	66	7	19
patient1	p1_t1	67	1	0
patient1	p1_t1	67	2	0
patient1	p1_t1	67	3	32
patient1	p1_t1	67	4	0
patient1	p1_t1	67	5	64
patient1	p1_t1	67	6	0
patient1	p1_t1	67	7	4
patient1	p1_t1	68	1	0
patient1	p1_t1	68	2	0
patient1	p1_t1	68	3	7
patient1	p1_t1	68	4	10
patient1	p1_t1	68	5	62
patient1	p1_t1	68	6	1
patient1	p1_t1	68	7	20
patient1	p1_t1	69	1	0
patient1	p1_t1	69	2	0
patient1	p1_t1	69	3	9
patient1	p1_t1	69	4	7
patient1	p1_t1	69	5	60
patient1	p1_t1	69	6	1
patient1	p1_t1	69	7	23
patient1	p1_t1	70	1	0
patient1	p1_t1	70	2	0
patient1	p1_t1	70	3	0
patient1	p1_t1	70	4	49
patient1	p1_t1	70	5	29
patient1	p1_t1	70	6	1
patient1	p1_t1	70	7	20
patient1	p1_t1	71	1	0
patient1	p1_t1	71	2	0
patient1	p1_t1	71	3	9
patient1	p1_t1	71	4	8
patient1	p1_t1	71	5	59
patient1	p1_t1	71	6	0
patient1	p1_t1	71	7	24
patient1	p1_t1	72	1	0
patient1	p1_t1	72	2	0
patient1	p1_t1	72	3	38
patient1	p1_t1	72	4	0
patient1	p1_t1	72	5	62
patient1	p1_t1	72	6	0
patient1	p1_t1	72	7	0
patient1	p1_t1	73	1	0
patient1	p1_t1	73	2	0
patient1	p1_t1	73	3	23
patient1	p1_t1	73	4	0
patient1	p1_t1	73	5	69
patient1	p1_t1	73	6	0
patient1	p1_t1	73	7	8
patient1	p1_t1	74	1	0
patient1	p1_t1	74	2	0
patient1	p1_t1	74	3	33
patient1	p1_t1	74	4	0
patient1	p1_t1	74	5	66
patient1	p1_t1	74	6	1
patient1	p1_t1	74	7	0
patient1	p1_t1	75	1	0
patient1	p1_t1	75	2	0
patient1	p1_t1	75	3	32
patient1	p1_t1	75	4	0
patient1	p1_t1	75	5	63
patient1	p1_t1	75	6	0
patient1	p1_t1	75	7	5
patient1	p1_t1	76	1	0
patient1	p1_t1	76	2	0
patient1	p1_t1	76	3	0
patient1	p1_t1	76	4	50
patient1	p1_t1	76	5	31
patient1	p1_t1	76	6	0
patient1	p1_t1	76	7	19
patient1	p1_t1	77	1	0
patient1	p1_t1	77	2	0
patient1	p1_t1	77	3	0
patient1	p1_t1	77	4	47
patient1	p1_t1	77	5	31
patient1	p1_t1	77	6	0
patient1	p1_t1	77	7	22
patient1	p1_t1	78	1	0
patient1	p1_t1	78	2	0
patient1	p1_t1	78	3	0
patient1	p1_t1	78	4	50
patient1	p1_t1	78	5	31
patient1	p1_t1	78	6	0
patient1	p1_t1	78	7	19
patient1	p1_t1	79	1	0
patient1	p1_t1	79	2	0
patient1	p1_t1	79	3	37
patient1	p1_t1	79	4	0
patient1	p1_t1	79	5	62
patient1	p1_t1	79	6	0
patient1	p1_t1	79	7	1
patient1	p1_t1	80	1	0
patient1	p1_t1	80	2	0
patient1	p1_t1	80	3	0
patient1	p1_t1	80	4	46
patient1	p1_t1	80	5	31
patient1	p1_t1	80	6	0
patient1	p1_t1	80	7	23
patient1	p1_t1	81	1	0
patient1	p1_t1	81	2	0
patient1	p1_t1	81	3	6
patient1	p1_t1	81	4	10
patient1	p1_t1	81	5	62
patient1	p1_t1	81	6	0
patient1	p1_t1	81	7	22
patient1	p1_t1	82	1	0
patient1	p1_t1	82	2	0
patient1	p1_t1	82	3	0
patient1	p1_t1	82	4	52
patient1	p1_t1	82	5	31
patient1	p1_t1	82	6	0
patient1	p1_t1	82	7	17
patient1	p1_t1	83	1	0
patient1	p1_t1	83	2	0
patient1	p1_t1	83	3	33
patient1	p1_t1	83	4	0
patient1	p1_t1	83	5	67
patient1	p1_t1	83	6	0
patient1	p1_t1	83	7	0
patient1	p1_t1	84	1	0
patient1	p1_t1	84	2	0
patient1	p1_t1	84	3	33
patient1	p1_t1	84	4	0
patient1	p1_t1	84	5	67
patient1	p1_t1	84	6	0
patient1	p1_t1	84	7	0
patient1	p1_t1	85	1	0
patient1	p1_t1	85	2	0
patient1	p1_t1	85	3	7
patient1	p1_t1	85	4	12
patient1	p1_t1	85	5	62
patient1	p1_t1	85	6	1
patient1	p1_t1	85	7	18
patient1	p1_t1	86	1	0
patient1	p1_t1	86	2	0
patient1	p1_t1	86	3	0
patient1	p1_t1	86	4	52
patient1	p1_t1	86	5	31
patient1	p1_t1	86	6	0
patient1	p1_t1	86	7	17
patient1	p1_t1	87	1	0
patient1	p1_t1	87	2	0
patient1	p1_t1	87	3	0
patient1	p1_t1	87	4	13
patient1	p1_t1	87	5	66
patient1	p1_t1	87	6	0
patient1	p1_t1	87	7	21
patient1	p1_t1	88	1	0
patient1	p1_t1	88	2	0
patient1	p1_t1	88	3	6
patient1	p1_t1	88	4	9
patient1	p1_t1	88	5	62
patient1	p1_t1	88	6	1
patient1	p1_t1	88	7	22
patient1	p1_t1	89	1	0
patient1	p1_t1	89	2	0
patient1	p1_t1	89	3	0
patient1	p1_t1	89	4	49
patient1	p1_t1	89	5	32
patient1	p1_t1	89	6	0
patient1	p1_t1	89	7	19
patient1	p1_t1	90	1	0
patient1	p1_t1	90	2	0
patient1	p1_t1	90	3	33
patient1	p1_t1	90	4	0
patient1	p1_t1	90	5	67
patient1	p1_t1	90	6	0
patient1	p1_t1	90	7	0
patient1	p1_t1	91	1	0
patient1	p1_t1	91	2	0
patient1	p1_t1	91	3	0
patient1	p1_t1	91	4	47
patient1	p1_t1	91	5	32
patient1	p1_t1	91	6	0
patient1	p1_t1	91	7	21
patient1	p1_t1	92	1	0
patient1	p1_t1	92	2	0
patient1	p1_t1	92	3	0
patient1	p1_t1	92	4	48
patient1	p1_t1	92	5	30
patient1	p1_t1	92	6	1
patient1	p1_t1	92	7	21
patient1	p1_t1	93	1	0
patient1	p1_t1	93	2	0
patient1	p1_t1	93	3	0
patient1	p1_t1	93	4	47
patient1	p1_t1	93	5	30
patient1	p1_t1	93	6	1
patient1	p1_t1	93	7	22
patient1	p1_t1	94	1	0
patient1	p1_t1	94	2	0
patient1	p1_t1	94	3	4
patient1	p1_t1	94	4	14
patient1	p1_t1	94	5	62
patient1	p1_t1	94	6	1
patient1	p1_t1	94	7	19
patient1	p1_t1	95	1	0
patient1	p1_t1	95	2	0
patient1	p1_t1	95	3	0
patient1	p1_t1	95	4	14
patient1	p1_t1	95	5	67
patient1	p1_t1	95	6	0
patient1	p1_t1	95	7	19
patient1	p1_t1	96	1	0
patient1	p1_t1	96	2	0
patient1	p1_t1	96	3	5
patient1	p1_t1	96	4	16
patient1	p1_t1	96	5	58
patient1	p1_t1	96	6	0
patient1	p1_t1	96	7	21
patient1	p1_t1	97	1	0
patient1	p1_t1	97	2	0
patient1	p1_t1	97	3	26
patient1	p1_t1	97	4	0
patient1	p1_t1	97	5	69
patient1	p1_t1	97	6	1
patient1	p1_t1	97	7	4
patient1	p1_t1	98	1	0
patient1	p1_t1	98	2	0
patient1	p1_t1	98	3	0
patient1	p1_t1	98	4	49
patient1	p1_t1	98	5	31
patient1	p1_t1	98	6	0
patient1	p1_t1	98	7	20
patient1	p1_t1	99	1	0
patient1	p1_t1	99	2	0
patient1	p1_t1	99	3	44
patient1	p1_t1	99	4	0
patient1	p1_t1	99	5	56
patient1	p1_t1	99	6	0
patient1	p1_t1	99	7	0
patient1	p1_t1	100	1	0
patient1	p1_t1	100	2	0
patient1	p1_t1	100	3	0
patient1	p1_t1	100	4	46
patient1	p1_t1	100	5	30
patient1	p1_t1	100	6	1
patient1	p1_t1	100	7	23
patient1	p1_t1	101	1	0
patient1	p1_t1	101	2	0
patient1	p1_t1	101	3	0
patient1	p1_t1	101	4	49
patient1	p1_t1	101	5	30
patient1	p1_t1	101	6	1
patient1	p1_t1	101	7	20
patient1	p1_t1	102	1	0
patient1	p1_t1	102	2	0
patient1	p1_t1	102	3	0
patient1	p1_t1	102	4	46
patient1	p1_t1	102	5	31
patient1	p1_t1	102	6	1
patient1	p1_t1	102	7	22
patient1	p1_t1	103	1	0
patient1	p1_t1	103	2	0
patient1	p1_t1	103	3	0
patient1	p1_t1	103	4	45
patient1	p1_t1	103	5	32
patient1	p1_t1	103	6	0
patient1	p1_t1	103	7	23
patient1	p1_t1	104	1	0
patient1	p1_t1	104	2	0
patient1	p1_t1	104	3	3
patient1	p1_t1	104	4	10
patient1	p1_t1	104	5	66
patient1	p1_t1	104	6	0
patient1	p1_t1	104	7	21
patient1	p1_t1	105	1	0
patient1	p1_t1	105	2	0
patient1	p1_t1	105	3	7
patient1	p1_t1	105	4	8
patient1	p1_t1	105	5	59
patient1	p1_t1	105	6	0
patient1	p1_t1	105	7	25
patient1	p1_t1	106	1	0
patient1	p1_t1	106	2	0
patient1	p1_t1	106	3	0
patient1	p1_t1	106	4	49
patient1	p1_t1	106	5	30
patient1	p1_t1	106	6	1
patient1	p1_t1	106	7	20
patient1	p1_t1	107	1	0
patient1	p1_t1	107	2	0
patient1	p1_t1	107	3	5
patient1	p1_t1	107	4	12
patient1	p1_t1	107	5	62
patient1	p1_t1	107	6	1
patient1	p1_t1	107	7	20
patient1	p1_t1	108	1	0
patient1	p1_t1	108	2	0
patient1	p1_t1	108	3	0
patient1	p1_t1	108	4	50
patient1	p1_t1	108	5	30
patient1	p1_t1	108	6	1
patient1	p1_t1	108	7	19
patient1	p1_t1	109	1	0
patient1	p1_t1	109	2	0
patient1	p1_t1	109	3	0
patient1	p1_t1	109	4	52
patient1	p1_t1	109	5	30
patient1	p1_t1	109	6	1
patient1	p1_t1	109	7	17
patient1	p1_t1	110	1	0
patient1	p1_t1	110	2	0
patient1	p1_t1	110	3	0
patient1	p1_t1	110	4	20
patient1	p1_t1	110	5	61
patient1	p1_t1	110	6	1
patient1	p1_t1	110	7	18
patient1	p1_t1	111	1	0
patient1	p1_t1	111	2	0
patient1	p1_t1	111	3	37
patient1	p1_t1	111	4	0
patient1	p1_t1	111	5	63
patient1	p1_t1	111	6	0
patient1	p1_t1	111	7	0
patient1	p1_t1	112	1	0
patient1	p1_t1	112	2	0
patient1	p1_t1	112	3	5
patient1	p1_t1	112	4	15
patient1	p1_t1	112	5	61
patient1	p1_t1	112	6	0
patient1	p1_t1	112	7	19
patient1	p1_t1	113	1	0
patient1	p1_t1	113	2	0
patient1	p1_t1	113	3	35
patient1	p1_t1	113	4	0
patient1	p1_t1	113	5	65
patient1	p1_t1	113	6	0
patient1	p1_t1	113	7	0
patient1	p1_t1	114	1	0
patient1	p1_t1	114	2	0
patient1	p1_t1	114	3	8
patient1	p1_t1	114	4	11
patient1	p1_t1	114	5	58
patient1	p1_t1	114	6	0
patient1	p1_t1	114	7	23
patient1	p1_t1	115	1	0
patient1	p1_t1	115	2	0
patient1	p1_t1	115	3	0
patient1	p1_t1	115	4	52
patient1	p1_t1	115	5	30
patient1	p1_t1	115	6	1
patient1	p1_t1	115	7	17
patient1	p1_t1	116	1	0
patient1	p1_t1	116	2	0
patient1	p1_t1	116	3	0
patient1	p1_t1	116	4	22
patient1	p1_t1	116	5	62
patient1	p1_t1	116	6	1
patient1	p1_t1	116	7	15
patient1	p1_t1	117	1	0
patient1	p1_t1	117	2	0
patient1	p1_t1	117	3	0
patient1	p1_t1	117	4	47
patient1	p1_t1	117	5	31
patient1	p1_t1	117	6	0
patient1	p1_t1	117	7	22
patient1	p1_t1	118	1	0
patient1	p1_t1	118	2	0
patient1	p1_t1	118	3	37
patient1	p1_t1	118	4	0
patient1	p1_t1	118	5	61
patient1	p1_t1	118	6	0
patient1	p1_t1	118	7	2
patient1	p1_t1	119	1	0
patient1	p1_t1	119	2	0
patient1	p1_t1	119	3	0
patient1	p1_t1	119	4	52
patient1	p1_t1	119	5	31
patient1	p1_t1	119	6	1
patient1	p1_t1	119	7	16
patient1	p1_t1	120	1	0
patient1	p1_t1	120	2	0
patient1	p1_t1	120	3	0
patient1	p1_t1	120	4	20
patient1	p1_t1	120	5	64
patient1	p1_t1	120	6	0
patient1	p1_t1	120	7	16
patient1	p1_t1	121	1	0
patient1	p1_t1	121	2	0
patient1	p1_t1	121	3	0
patient1	p1_t1	121	4	47
patient1	p1_t1	121	5	30
patient1	p1_t1	121	6	1
patient1	p1_t1	121	7	22
patient1	p1_t1	122	1	0
patient1	p1_t1	122	2	0
patient1	p1_t1	122	3	0
patient1	p1_t1	122	4	49
patient1	p1_t1	122	5	31
patient1	p1_t1	122	6	0
patient1	p1_t1	122	7	20
patient1	p1_t1	123	1	0
patient1	p1_t1	123	2	0
patient1	p1_t1	123	3	43
patient1	p1_t1	123	4	0
patient1	p1_t1	123	5	57
patient1	p1_t1	123	6	0
patient1	p1_t1	123	7	0
patient1	p1_t1	124	1	0
patient1	p1_t1	124	2	0
patient1	p1_t1	124	3	8
