Patient_ID	Sample_ID	Iteration	Cluster_ID	Abundance
patient1	p1_t1	11	2	18
patient1	p1_t1	11	3	69
patient1	p1_t1	11	4	0
patient1	p1_t1	11	5	12
patient1	p1_t1	11	6	1
patient1	p1_t1	12	1	0
patient1	p1_t1	12	2	18
patient1	p1_t1	12	3	69
patient1	p1_t1	12	4	0
patient1	p1_t1	12	5	13
patient1	p1_t1	12	6	0
patient1	p1_t1	13	1	0
patient1	p1_t1	13	2	17
patient1	p1_t1	13	3	69
patient1	p1_t1	13	4	0
patient1	p1_t1	13	5	14
patient1	p1_t1	13	6	0
patient1	p1_t1	14	1	0
patient1	p1_t1	14	2	17
patient1	p1_t1	14	3	68
patient1	p1_t1	14	4	0
patient1	p1_t1	14	5	15
patient1	p1_t1	14	6	0
patient1	p1_t1	15	1	0
patient1	p1_t1	15	2	16
patient1	p1_t1	15	3	69
patient1	p1_t1	15	4	0
patient1	p1_t1	15	5	14
patient1	p1_t1	15	6	1
patient1	p1_t1	16	1	0
patient1	p1_t1	16	2	18
patient1	p1_t1	16	3	69
patient1	p1_t1	16	4	0
patient1	p1_t1	16	5	13
patient1	p1_t1	16	6	0
patient1	p1_t1	17	1	0
patient1	p1_t1	17	2	18
patient1	p1_t1	17	3	68
patient1	p1_t1	17	4	0
patient1	p1_t1	17	5	14
patient1	p1_t1	17	6	0
patient1	p1_t1	18	1	0
patient1	p1_t1	18	2	16
patient1	p1_t1	18	3	69
patient1	p1_t1	18	4	0
patient1	p1_t1	18	5	14
patient1	p1_t1	18	6	1
patient1	p1_t1	19	1	0
patient1	p1_t1	19	2	12
patient1	p1_t1	19	3	68
patient1	p1_t1	19	4	0
patient1	p1_t1	19	5	20
patient1	p1_t1	19	6	0
patient1	p1_t1	20	1	0
patient1	p1_t1	20	2	15
patient1	p1_t1	20	3	69
patient1	p1_t1	20	4	0
patient1	p1_t1	20	5	15
patient1	p1_t1	20	6	1
patient1	p1_t1	21	1	0
patient1	p1_t1	21	2	16
patient1	p1_t1	21	3	67
patient1	p1_t1	21	4	0
patient1	p1_t1	21	5	17
patient1	p1_t1	21	6	0
patient1	p1_t1	22	1	0
patient1	p1_t1	22	2	18
patient1	p1_t1	22	3	69
patient1	p1_t1	22	4	0
patient1	p1_t1	22	5	12
patient1	p1_t1	22	6	1
patient1	p1_t1	23	1	0
patient1	p1_t1	23	2	17
patient1	p1_t1	23	3	69
patient1	p1_t1	23	4	0
patient1	p1_t1	23	5	14
patient1	p1_t1	23	6	0
patient1	p1_t1	24	1	0
patient1	p1_t1	24	2	19
patient1	p1_t1	24	3	69
patient1	p1_t1	24	4	0
patient1	p1_t1	24	5	11
patient1	p1_t1	24	6	1
patient1	p1_t1	25	1	0
patient1	p1_t1	25	2	19
patient1	p1_t1	25	3	68
patient1	p1_t1	25	4	0
patient1	p1_t1	25	5	12
patient1	p1_t1	25	6	1
patient1	p1_t1	26	1	0
patient1	p1_t1	26	2	16
patient1	p1_t1	26	3	68
patient1	p1_t1	26	4	0
patient1	p1_t1	26	5	16
patient1	p1_t1	26	6	0
patient1	p1_t1	27	1	0
patient1	p1_t1	27	2	16
patient1	p1_t1	27	3	69
patient1	p1_t1	27	4	0
patient1	p1_t1	27	5	14
patient1	p1_t1	27	6	1
patient1	p1_t1	28	1	0
patient1	p1_t1	28	2	19
patient1	p1_t1	28	3	69
patient1	p1_t1	28	4	0
patient1	p1_t1	28	5	12
patient1	p1_t1	28	6	0
patient1	p1_t1	29	1	0
patient1	p1_t1	29	2	19
patient1	p1_t1	29	3	68
patient1	p1_t1	29	4	0
patient1	p1_t1	29	5	12
patient1	p1_t1	29	6	1
patient1	p1_t1	30	1	0
patient1	p1_t1	30	2	15
patient1	p1_t1	30	3	68
patient1	p1_t1	30	4	0
patient1	p1_t1	30	5	16
patient1	p1_t1	30	6	1
patient1	p1_t1	31	1	0
patient1	p1_t1	31	2	17
patient1	p1_t1	31	3	69
patient1	p1_t1	31	4	0
patient1	p1_t1	31	5	14
patient1	p1_t1	31	6	0
patient1	p1_t1	32	1	0
patient1	p1_t1	32	2	16
patient1	p1_t1	32	3	69
patient1	p1_t1	32	4	0
patient1	p1_t1	32	5	14
patient1	p1_t1	32	6	1
patient1	p1_t1	33	1	0
patient1	p1_t1	33	2	19
patient1	p1_t1	33	3	67
patient1	p1_t1	33	4	0
patient1	p1_t1	33	5	14
patient1	p1_t1	33	6	0
patient1	p1_t1	34	1	0
patient1	p1_t1	34	2	18
patient1	p1_t1	34	3	69
patient1	p1_t1	34	4	0
patient1	p1_t1	34	5	13
patient1	p1_t1	34	6	0
patient1	p1_t1	35	1	0
patient1	p1_t1	35	2	11
patient1	p1_t1	35	3	69
patient1	p1_t1	35	4	0
patient1	p1_t1	35	5	19
patient1	p1_t1	35	6	1
patient1	p1_t1	36	1	0
patient1	p1_t1	36	2	17
patient1	p1_t1	36	3	69
patient1	p1_t1	36	4	0
patient1	p1_t1	36	5	13
patient1	p1_t1	36	6	1
patient1	p1_t1	37	1	0
patient1	p1_t1	37	2	17
patient1	p1_t1	37	3	69
patient1	p1_t1	37	4	0
patient1	p1_t1	37	5	13
patient1	p1_t1	37	6	1
patient1	p1_t1	38	1	0
patient1	p1_t1	38	2	16
patient1	p1_t1	38	3	68
patient1	p1_t1	38	4	0
patient1	p1_t1	38	5	16
patient1	p1_t1	38	6	0
patient1	p1_t1	39	1	0
patient1	p1_t1	39	2	18
patient1	p1_t1	39	3	69
patient1	p1_t1	39	4	0
patient1	p1_t1	39	5	13
patient1	p1_t1	39	6	0
patient1	p1_t1	40	1	0
patient1	p1_t1	40	2	18
patient1	p1_t1	40	3	68
patient1	p1_t1	40	4	0
patient1	p1_t1	40	5	13
patient1	p1_t1	40	6	1
patient1	p1_t1	41	1	0
patient1	p1_t1	41	2	23
patient1	p1_t1	41	3	66
patient1	p1_t1	41	4	0
patient1	p1_t1	41	5	11
patient1	p1_t1	41	6	0
patient1	p1_t1	42	1	0
patient1	p1_t1	42	2	19
patient1	p1_t1	42	3	67
patient1	p1_t1	42	4	0
patient1	p1_t1	42	5	13
patient1	p1_t1	42	6	1
patient1	p1_t1	43	1	0
patient1	p1_t1	43	2	18
patient1	p1_t1	43	3	69
patient1	p1_t1	43	4	0
patient1	p1_t1	43	5	13
patient1	p1_t1	43	6	0
patient1	p1_t1	44	1	0
patient1	p1_t1	44	2	17
patient1	p1_t1	44	3	68
patient1	p1_t1	44	4	0
patient1	p1_t1	44	5	14
patient1	p1_t1	44	6	1
patient1	p1_t1	45	1	0
patient1	p1_t1	45	2	16
patient1	p1_t1	45	3	68
patient1	p1_t1	45	4	0
patient1	p1_t1	45	5	15
patient1	p1_t1	45	6	1
patient1	p1_t1	46	1	0
patient1	p1_t1	46	2	16
patient1	p1_t1	46	3	68
patient1	p1_t1	46	4	0
patient1	p1_t1	46	5	15
patient1	p1_t1	46	6	1
patient1	p1_t1	47	1	0
patient1	p1_t1	47	2	15
patient1	p1_t1	47	3	68
patient1	p1_t1	47	4	0
patient1	p1_t1	47	5	16
patient1	p1_t1	47	6	1
patient1	p1_t1	48	1	0
patient1	p1_t1	48	2	17
patient1	p1_t1	48	3	68
patient1	p1_t1	48	4	0
patient1	p1_t1	48	5	15
patient1	p1_t1	48	6	0
patient1	p1_t1	49	1	0
patient1	p1_t1	49	2	17
patient1	p1_t1	49	3	69
patient1	p1_t1	49	4	0
patient1	p1_t1	49	5	14
patient1	p1_t1	49	6	0
patient1	p1_t1	50	1	0
patient1	p1_t1	50	2	14
patient1	p1_t1	50	3	69
patient1	p1_t1	50	4	0
patient1	p1_t1	50	5	16
patient1	p1_t1	50	6	1
patient1	p1_t1	51	1	0
patient1	p1_t1	51	2	15
patient1	p1_t1	51	3	69
patient1	p1_t1	51	4	0
patient1	p1_t1	51	5	16
patient1	p1_t1	51	6	0
patient1	p1_t1	52	1	0
patient1	p1_t1	52	2	19
patient1	p1_t1	52	3	67
patient1	p1_t1	52	4	0
patient1	p1_t1	52	5	14
patient1	p1_t1	52	6	0
patient1	p1_t1	53	1	0
patient1	p1_t1	53	2	17
patient1	p1_t1	53	3	67
patient1	p1_t1	53	4	0
patient1	p1_t1	53	5	15
patient1	p1_t1	53	6	1
patient1	p1_t1	54	1	0
patient1	p1_t1	54	2	18
patient1	p1_t1	54	3	69
patient1	p1_t1	54	4	0
patient1	p1_t1	54	5	12
patient1	p1_t1	54	6	1
patient1	p1_t1	55	1	0
patient1	p1_t1	55	2	14
patient1	p1_t1	55	3	69
patient1	p1_t1	55	4	0
patient1	p1_t1	55	5	16
patient1	p1_t1	55	6	1
patient1	p1_t1	56	1	0
patient1	p1_t1	56	2	15
patient1	p1_t1	56	3	69
patient1	p1_t1	56	4	0
patient1	p1_t1	56	5	16
patient1	p1_t1	56	6	0
patient1	p1_t1	57	1	0
patient1	p1_t1	57	2	20
patient1	p1_t1	57	3	69
patient1	p1_t1	57	4	0
patient1	p1_t1	57	5	11
patient1	p1_t1	57	6	0
patient1	p1_t1	58	1	0
patient1	p1_t1	58	2	18
patient1	p1_t1	58	3	69
patient1	p1_t1	58	4	0
patient1	p1_t1	58	5	12
patient1	p1_t1	58	6	1
patient1	p1_t1	59	1	0
patient1	p1_t1	59	2	15
patient1	p1_t1	59	3	69
patient1	p1_t1	59	4	0
patient1	p1_t1	59	5	16
patient1	p1_t1	59	6	0
patient1	p1_t1	60	1	0
patient1	p1_t1	60	2	16
patient1	p1_t1	60	3	69
patient1	p1_t1	60	4	0
patient1	p1_t1	60	5	15
patient1	p1_t1	60	6	0
patient1	p1_t1	61	1	0
patient1	p1_t1	61	2	15
patient1	p1_t1	61	3	69
patient1	p1_t1	61	4	0
patient1	p1_t1	61	5	15
patient1	p1_t1	61	6	1
patient1	p1_t1	62	1	0
patient1	p1_t1	62	2	21
patient1	p1_t1	62	3	67
patient1	p1_t1	62	4	0
patient1	p1_t1	62	5	12
patient1	p1_t1	62	6	0
patient1	p1_t1	63	1	0
patient1	p1_t1	63	2	17
patient1	p1_t1	63	3	68
patient1	p1_t1	63	4	0
patient1	p1_t1	63	5	14
patient1	p1_t1	63	6	1
patient1	p1_t1	64	1	0
patient1	p1_t1	64	2	20
patient1	p1_t1	64	3	68
patient1	p1_t1	64	4	0
patient1	p1_t1	64	5	12
patient1	p1_t1	64	6	0
patient1	p1_t1	65	1	0
patient1	p1_t1	65	2	16
patient1	p1_t1	65	3	69
patient1	p1_t1	65	4	0
patient1	p1_t1	65	5	15
patient1	p1_t1	65	6	0
patient1	p1_t1	66	1	0
patient1	p1_t1	66	2	17
patient1	p1_t1	66	3	69
patient1	p1_t1	66	4	0
patient1	p1_t1	66	5	14
patient1	p1_t1	66	6	0
patient1	p1_t1	67	1	0
patient1	p1_t1	67	2	20
patient1	p1_t1	67	3	69
patient1	p1_t1	67	4	0
patient1	p1_t1	67	5	11
patient1	p1_t1	67	6	0
patient1	p1_t1	68	1	0
patient1	p1_t1	68	2	14
patient1	p1_t1	68	3	69
patient1	p1_t1	68	4	0
patient1	p1_t1	68	5	17
patient1	p1_t1	68	6	0
patient1	p1_t1	69	1	0
patient1	p1_t1	69	2	15
patient1	p1_t1	69	3	69
patient1	p1_t1	69	4	0
patient1	p1_t1	69	5	15
patient1	p1_t1	69	6	1
patient1	p1_t1	70	1	0
patient1	p1_t1	70	2	18
patient1	p1_t1	70	3	67
patient1	p1_t1	70	4	0
patient1	p1_t1	70	5	15
patient1	p1_t1	70	6	0
patient1	p1_t1	71	1	0
patient1	p1_t1	71	2	19
patient1	p1_t1	71	3	67
patient1	p1_t1	71	4	0
patient1	p1_t1	71	5	14
patient1	p1_t1	71	6	0
patient1	p1_t1	72	1	0
patient1	p1_t1	72	2	13
patient1	p1_t1	72	3	69
patient1	p1_t1	72	4	0
patient1	p1_t1	72	5	17
patient1	p1_t1	72	6	1
patient1	p1_t1	73	1	0
patient1	p1_t1	73	2	16
patient1	p1_t1	73	3	69
patient1	p1_t1	73	4	0
patient1	p1_t1	73	5	15
patient1	p1_t1	73	6	0
patient1	p1_t1	74	1	0
patient1	p1_t1	74	2	16
patient1	p1_t1	74	3	69
patient1	p1_t1	74	4	0
patient1	p1_t1	74	5	14
patient1	p1_t1	74	6	1
patient1	p1_t1	75	1	0
patient1	p1_t1	75	2	17
patient1	p1_t1	75	3	69
patient1	p1_t1	75	4	0
patient1	p1_t1	75	5	14
patient1	p1_t1	75	6	0
patient1	p1_t1	76	1	0
patient1	p1_t1	76	2	17
patient1	p1_t1	76	3	69
patient1	p1_t1	76	4	0
patient1	p1_t1	76	5	13
patient1	p1_t1	76	6	1
patient1	p1_t1	77	1	0
patient1	p1_t1	77	2	16
patient1	p1_t1	77	3	69
patient1	p1_t1	77	4	0
patient1	p1_t1	77	5	15
patient1	p1_t1	77	6	0
patient1	p1_t1	78	1	0
patient1	p1_t1	78	2	17
patient1	p1_t1	78	3	69
patient1	p1_t1	78	4	0
patient1	p1_t1	78	5	14
patient1	p1_t1	78	6	0
patient1	p1_t1	79	1	0
patient1	p1_t1	79	2	19
patient1	p1_t1	79	3	67
patient1	p1_t1	79	4	0
patient1	p1_t1	79	5	14
patient1	p1_t1	79	6	0
patient1	p1_t1	80	1	0
patient1	p1_t1	80	2	21
patient1	p1_t1	80	3	66
patient1	p1_t1	80	4	0
patient1	p1_t1	80	5	13
patient1	p1_t1	80	6	0
patient1	p1_t1	81	1	0
patient1	p1_t1	81	2	18
patient1	p1_t1	81	3	68
patient1	p1_t1	81	4	0
patient1	p1_t1	81	5	13
patient1	p1_t1	81	6	1
patient1	p1_t1	82	1	0
patient1	p1_t1	82	2	15
patient1	p1_t1	82	3	69
patient1	p1_t1	82	4	0
patient1	p1_t1	82	5	15
patient1	p1_t1	82	6	1
patient1	p1_t1	83	1	0
patient1	p1_t1	83	2	16
patient1	p1_t1	83	3	68
patient1	p1_t1	83	4	0
patient1	p1_t1	83	5	16
patient1	p1_t1	83	6	0
patient1	p1_t1	84	1	0
patient1	p1_t1	84	2	18
patient1	p1_t1	84	3	69
patient1	p1_t1	84	4	0
patient1	p1_t1	84	5	13
patient1	p1_t1	84	6	0
patient1	p1_t1	85	1	0
patient1	p1_t1	85	2	18
patient1	p1_t1	85	3	67
patient1	p1_t1	85	4	0
patient1	p1_t1	85	5	14
patient1	p1_t1	85	6	1
patient1	p1_t1	86	1	0
patient1	p1_t1	86	2	18
patient1	p1_t1	86	3	68
patient1	p1_t1	86	4	0
patient1	p1_t1	86	5	14
patient1	p1_t1	86	6	0
patient1	p1_t1	87	1	0
patient1	p1_t1	87	2	17
patient1	p1_t1	87	3	67
patient1	p1_t1	87	4	0
patient1	p1_t1	87	5	16
patient1	p1_t1	87	6	0
patient1	p1_t1	88	1	0
patient1	p1_t1	88	2	16
patient1	p1_t1	88	3	68
patient1	p1_t1	88	4	0
patient1	p1_t1	88	5	16
patient1	p1_t1	88	6	0
patient1	p1_t1	89	1	0
patient1	p1_t1	89	2	18
patient1	p1_t1	89	3	69
patient1	p1_t1	89	4	0
patient1	p1_t1	89	5	12
patient1	p1_t1	89	6	1
patient1	p1_t1	90	1	0
patient1	p1_t1	90	2	18
patient1	p1_t1	90	3	66
patient1	p1_t1	90	4	0
patient1	p1_t1	90	5	16
patient1	p1_t1	90	6	0
patient1	p1_t1	91	1	0
patient1	p1_t1	91	2	13
patient1	p1_t1	91	3	69
patient1	p1_t1	91	4	0
patient1	p1_t1	91	5	17
patient1	p1_t1	91	6	1
patient1	p1_t1	92	1	0
patient1	p1_t1	92	2	15
patient1	p1_t1	92	3	69
patient1	p1_t1	92	4	0
patient1	p1_t1	92	5	16
patient1	p1_t1	92	6	0
patient1	p1_t1	93	1	0
patient1	p1_t1	93	2	13
patient1	p1_t1	93	3	69
patient1	p1_t1	93	4	0
patient1	p1_t1	93	5	18
patient1	p1_t1	93	6	0
patient1	p1_t1	94	1	0
patient1	p1_t1	94	2	16
patient1	p1_t1	94	3	68
patient1	p1_t1	94	4	0
patient1	p1_t1	94	5	16
patient1	p1_t1	94	6	0
patient1	p1_t1	95	1	0
patient1	p1_t1	95	2	17
patient1	p1_t1	95	3	68
patient1	p1_t1	95	4	0
patient1	p1_t1	95	5	15
patient1	p1_t1	95	6	0
patient1	p1_t1	96	1	0
patient1	p1_t1	96	2	18
patient1	p1_t1	96	3	68
patient1	p1_t1	96	4	0
patient1	p1_t1	96	5	14
patient1	p1_t1	96	6	0
patient1	p1_t1	97	1	0
patient1	p1_t1	97	2	18
patient1	p1_t1	97	3	69
patient1	p1_t1	97	4	0
patient1	p1_t1	97	5	12
patient1	p1_t1	97	6	1
patient1	p1_t1	98	1	0
patient1	p1_t1	98	2	17
patient1	p1_t1	98	3	68
patient1	p1_t1	98	4	0
patient1	p1_t1	98	5	15
patient1	p1_t1	98	6	0
patient1	p1_t1	99	1	0
patient1	p1_t1	99	2	16
patient1	p1_t1	99	3	69
patient1	p1_t1	99	4	0
patient1	p1_t1	99	5	14
patient1	p1_t1	99	6	1
patient1	p1_t1	100	1	0
patient1	p1_t1	100	2	16
patient1	p1_t1	100	3	69
patient1	p1_t1	100	4	0
patient1	p1_t1	100	5	15
patient1	p1_t1	100	6	0
patient1	p1_t1	101	1	0
patient1	p1_t1	101	2	19
patient1	p1_t1	101	3	69
patient1	p1_t1	101	4	0
patient1	p1_t1	101	5	12
patient1	p1_t1	101	6	0
patient1	p1_t1	102	1	0
patient1	p1_t1	102	2	19
patient1	p1_t1	102	3	69
patient1	p1_t1	102	4	0
patient1	p1_t1	102	5	12
patient1	p1_t1	102	6	0
patient1	p1_t1	103	1	0
patient1	p1_t1	103	2	18
patient1	p1_t1	103	3	69
patient1	p1_t1	103	4	0
patient1	p1_t1	103	5	13
patient1	p1_t1	103	6	0
patient1	p1_t1	104	1	0
patient1	p1_t1	104	2	15
patient1	p1_t1	104	3	69
patient1	p1_t1	104	4	0
patient1	p1_t1	104	5	15
patient1	p1_t1	104	6	1
patient1	p1_t1	105	1	0
patient1	p1_t1	105	2	18
patient1	p1_t1	105	3	69
patient1	p1_t1	105	4	0
patient1	p1_t1	105	5	13
patient1	p1_t1	105	6	0
patient1	p1_t1	106	1	0
patient1	p1_t1	106	2	17
patient1	p1_t1	106	3	68
patient1	p1_t1	106	4	1
patient1	p1_t1	106	5	13
patient1	p1_t1	106	6	1
patient1	p1_t1	107	1	0
patient1	p1_t1	107	2	22
patient1	p1_t1	107	3	65
patient1	p1_t1	107	4	0
patient1	p1_t1	107	5	13
patient1	p1_t1	107	6	0
patient1	p1_t1	108	1	0
patient1	p1_t1	108	2	17
patient1	p1_t1	108	3	68
patient1	p1_t1	108	4	0
patient1	p1_t1	108	5	15
patient1	p1_t1	108	6	0
patient1	p1_t1	109	1	0
patient1	p1_t1	109	2	17
patient1	p1_t1	109	3	68
patient1	p1_t1	109	4	0
patient1	p1_t1	109	5	15
patient1	p1_t1	109	6	0
patient1	p1_t1	110	1	0
patient1	p1_t1	110	2	19
patient1	p1_t1	110	3	67
patient1	p1_t1	110	4	0
patient1	p1_t1	110	5	13
patient1	p1_t1	110	6	1
patient1	p1_t1	111	1	0
patient1	p1_t1	111	2	18
patient1	p1_t1	111	3	68
patient1	p1_t1	111	4	0
patient1	p1_t1	111	5	13
patient1	p1_t1	111	6	1
patient1	p1_t1	112	1	0
patient1	p1_t1	112	2	19
patient1	p1_t1	112	3	69
patient1	p1_t1	112	4	0
patient1	p1_t1	112	5	11
patient1	p1_t1	112	6	1
patient1	p1_t1	113	1	0
patient1	p1_t1	113	2	16
patient1	p1_t1	113	3	69
patient1	p1_t1	113	4	0
patient1	p1_t1	113	5	14
patient1	p1_t1	113	6	1
patient1	p1_t1	114	1	0
patient1	p1_t1	114	2	21
patient1	p1_t1	114	3	66
patient1	p1_t1	114	4	0
patient1	p1_t1	114	5	13
patient1	p1_t1	114	6	0
patient1	p1_t1	115	1	0
patient1	p1_t1	115	2	15
patient1	p1_t1	115	3	69
patient1	p1_t1	115	4	0
patient1	p1_t1	115	5	15
patient1	p1_t1	115	6	1
patient1	p1_t1	116	1	0
patient1	p1_t1	116	2	20
patient1	p1_t1	116	3	69
patient1	p1_t1	116	4	0
patient1	p1_t1	116	5	10
patient1	p1_t1	116	6	1
patient1	p1_t1	117	1	0
patient1	p1_t1	117	2	17
patient1	p1_t1	117	3	68
patient1	p1_t1	117	4	0
patient1	p1_t1	117	5	14
patient1	p1_t1	117	6	1
patient1	p1_t1	118	1	0
patient1	p1_t1	118	2	19
patient1	p1_t1	118	3	69
patient1	p1_t1	118	4	0
patient1	p1_t1	118	5	12
patient1	p1_t1	118	6	0
patient1	p1_t1	119	1	0
patient1	p1_t1	119	2	18
patient1	p1_t1	119	3	68
patient1	p1_t1	119	4	0
patient1	p1_t1	119	5	13
patient1	p1_t1	119	6	1
patient1	p1_t1	120	1	0
patient1	p1_t1	120	2	16
patient1	p1_t1	120	3	69
patient1	p1_t1	120	4	0
patient1	p1_t1	120	5	14
patient1	p1_t1	120	6	1
patient1	p1_t1	121	1	0
patient1	p1_t1	121	2	18
patient1	p1_t1	121	3	69
patient1	p1_t1	121	4	0
patient1	p1_t1	121	5	12
patient1	p1_t1	121	6	1
patient1	p1_t1	122	1	0
patient1	p1_t1	122	2	17
patient1	p1_t1	122	3	69
patient1	p1_t1	122	4	0
patient1	p1_t1	122	5	14
patient1	p1_t1	122	6	0
patient1	p1_t1	123	1	0
patient1	p1_t1	123	2	16
patient1	p1_t1	123	3	69
patient1	p1_t1	123	4	0
patient1	p1_t1	123	5	14
patient1	p1_t1	123	6	1
patient1	p1_t1	124	1	0
patient1	p1_t1	124	2	15
patient1	p1_t1	124	3	69
patient1	p1_t1	124	4	0
patient1	p1_t1	124	5	16
patient1	p1_t1	124	6	0
patient1	p1_t1	125	1	0
patient1	p1_t1	125	2	16
patient1	p1_t1	125	3	67
patient1	p1_t1	125	4	0
patient1	p1_t1	125	5	16
patient1	p1_t1	125	6	1
patient1	p1_t1	126	1	0
patient1	p1_t1	126	2	21
patient1	p1_t1	126	3	67
patient1	p1_t1	126	4	0
patient1	p1_t1	126	5	12
patient1	p1_t1	126	6	0
patient1	p1_t1	127	1	0
patient1	p1_t1	127	2	16
patient1	p1_t1	127	3	67
patient1	p1_t1	127	4	0
patient1	p1_t1	127	5	17
patient1	p1_t1	127	6	0
patient1	p1_t1	128	1	0
patient1	p1_t1	128	2	17
patient1	p1_t1	128	3	69
patient1	p1_t1	128	4	0
patient1	p1_t1	128	5	14
patient1	p1_t1	128	6	0
patient1	p1_t1	129	1	0
patient1	p1_t1	129	2	16
patient1	p1_t1	129	3	67
patient1	p1_t1	129	4	0
patient1	p1_t1	129	5	17
patient1	p1_t1	129	6	0
patient1	p1_t1	130	1	0
patient1	p1_t1	130	2	18
patient1	p1_t1	130	3	68
patient1	p1_t1	130	4	0
patient1	p1_t1	130	5	14
patient1	p1_t1	130	6	0
patient1	p1_t1	131	1	0
patient1	p1_t1	131	2	18
patient1	p1_t1	131	3	67
patient1	p1_t1	131	4	0
patient1	p1_t1	131	5	14
patient1	p1_t1	131	6	1
patient1	p1_t1	132	1	0
patient1	p1_t1	132	2	15
patient1	p1_t1	132	3	69
patient1	p1_t1	132	4	0
patient1	p1_t1	132	5	16
patient1	p1_t1	132	6	0
patient1	p1_t1	133	1	0
patient1	p1_t1	133	2	19
patient1	p1_t1	133	3	67
patient1	p1_t1	133	4	0
patient1	p1_t1	133	5	13
patient1	p1_t1	133	6	1
patient1	p1_t1	134	1	0
patient1	p1_t1	134	2	14
patient1	p1_t1	134	3	69
patient1	p1_t1	134	4	0
patient1	p1_t1	134	5	16
patient1	p1_t1	134	6	1
patient1	p1_t1	135	1	0
patient1	p1_t1	135	2	17
patient1	p1_t1	135	3	69
patient1	p1_t1	135	4	0
patient1	p1_t1	135	5	14
patient1	p1_t1	135	6	0
patient1	p1_t1	136	1	0
patient1	p1_t1	136	2	15
patient1	p1_t1	136	3	69
patient1	p1_t1	136	4	0
patient1	p1_t1	136	5	15
patient1	p1_t1	136	6	1
patient1	p1_t1	137	1	0
patient1	p1_t1	137	2	17
patient1	p1_t1	137	3	68
patient1	p1_t1	137	4	0
patient1	p1_t1	137	5	15
patient1	p1_t1	137	6	0
patient1	p1_t1	138	1	0
patient1	p1_t1	138	2	17
patient1	p1_t1	138	3	68
patient1	p1_t1	138	4	0
patient1	p1_t1	138	5	15
patient1	p1_t1	138	6	0
patient1	p1_t1	139	1	0
patient1	p1_t1	139	2	19
patient1	p1_t1	139	3	69
patient1	p1_t1	139	4	0
patient1	p1_t1	139	5	12
patient1	p1_t1	139	6	0
patient1	p1_t1	140	1	0
patient1	p1_t1	140	2	19
patient1	p1_t1	140	3	68
patient1	p1_t1	140	4	0
patient1	p1_t1	140	5	12
patient1	p1_t1	140	6	1
patient1	p1_t1	141	1	0
patient1	p1_t1	141	2	15
patient1	p1_t1	141	3	69
patient1	p1_t1	141	4	0
patient1	p1_t1	141	5	15
patient1	p1_t1	141	6	1
patient1	p1_t1	142	1	0
patient1	p1_t1	142	2	16
patient1	p1_t1	142	3	69
patient1	p1_t1	142	4	0
patient1	p1_t1	142	5	14
patient1	p1_t1	142	6	1
patient1	p1_t1	143	1	0
patient1	p1_t1	143	2	20
patient1	p1_t1	143	3	68
patient1	p1_t1	143	4	0
patient1	p1_t1	143	5	12
patient1	p1_t1	143	6	0
patient1	p1_t1	144	1	0
patient1	p1_t1	144	2	16
patient1	p1_t1	144	3	69
patient1	p1_t1	144	4	0
patient1	p1_t1	144	5	15
patient1	p1_t1	144	6	0
patient1	p1_t1	145	1	0
